lr-AdamW,step,epoch,v_loss,val_metric,train_loss
5.5e-05,0,,,,
,1667,0.0,0.08918043971061707,0.9776094165577925,
,1667,0,,,0.12039055675268173
5.440452211999621e-05,1668,,,,
,3335,1.0,0.08068130910396576,0.9824040631690527,
,3335,1,,,0.09192287921905518
5.2644113720760876e-05,3336,,,,
,5003,2.0,0.07665760070085526,0.9836078950039228,
,5003,2,,,0.08585294336080551
4.979571309671732e-05,5004,,,,
,6671,3.0,0.0752277746796608,0.9837256764833339,
,6671,3,,,0.08218483626842499
4.598380902327889e-05,6672,,,,
,8339,4.0,0.07248915731906891,0.9847116256703617,
,8339,4,,,0.07959740608930588
