lr-AdamW,step,epoch,v_loss,val_metric,train_loss
5.5e-05,0,,,,
,194,0.0,0.4904782176017761,-0.4904782176017761,
,194,0,,,0.5029665231704712
5.134919225312596e-05,195,,,,
,389,1.0,0.49718570709228516,-0.49718570709228516,
,389,1,,,0.4738614857196808
4.1375e-05,390,,,,
,584,2.0,0.4797021448612213,-0.4797021448612213,
,584,2,,,0.45565521717071533
2.775e-05,585,,,,
,779,3.0,0.41463443636894226,-0.41463443636894226,
,779,3,,,0.4361187219619751
1.4125000000000008e-05,780,,,,
,974,4.0,0.4541831910610199,-0.4541831910610199,
,974,4,,,0.43247103691101074
4.150807746874046e-06,975,,,,
,1169,5.0,0.44233763217926025,-0.44233763217926025,
,1169,5,,,0.42817816138267517
