lr-AdamW,step,epoch,v_loss,val_metric,train_loss
5.5e-05,0,,,,
,194,0.0,0.49534398317337036,-0.49534398317337036,
,194,0,,,0.44546690583229065
5.134919225312596e-05,195,,,,
,389,1.0,0.4466125965118408,-0.4466125965118408,
,389,1,,,0.4171198308467865
4.1375e-05,390,,,,
,584,2.0,0.4460993707180023,-0.4460993707180023,
,584,2,,,0.4036279618740082
2.775e-05,585,,,,
,779,3.0,0.44371679425239563,-0.44371679425239563,
,779,3,,,0.39162999391555786
1.4125000000000008e-05,780,,,,
,974,4.0,0.4805413484573364,-0.4805413484573364,
,974,4,,,0.3829769194126129
4.150807746874046e-06,975,,,,
,1169,5.0,0.45865967869758606,-0.45865967869758606,
,1169,5,,,0.38050585985183716
