lr-AdamW,step,epoch,v_loss,val_metric,train_loss
5.5e-05,0,,,,
,245,0.0,0.4039839804172516,-0.4039839804172516,
,245,0,,,0.4433208703994751
5.134919225312596e-05,246,,,,
,491,1.0,0.4011765122413635,-0.4011765122413635,
,491,1,,,0.4089089632034302
4.1375e-05,492,,,,
,737,2.0,0.3901776671409607,-0.3901776671409607,
,737,2,,,0.40085506439208984
2.775e-05,738,,,,
,983,3.0,0.381072074174881,-0.381072074174881,
,983,3,,,0.39637893438339233
1.4125000000000008e-05,984,,,,
,1229,4.0,0.38216307759284973,-0.38216307759284973,
,1229,4,,,0.3821164667606354
4.150807746874046e-06,1230,,,,
,1475,5.0,0.37288814783096313,-0.37288814783096313,
,1475,5,,,0.37549224495887756
