lr-AdamW,step,epoch,v_loss,val_metric,train_loss
5.5e-05,0,,,,
,194,0.0,0.47355276346206665,-0.47355276346206665,
,194,0,,,0.5016270875930786
5.134919225312596e-05,195,,,,
,389,1.0,0.46964162588119507,-0.46964162588119507,
,389,1,,,0.4750569760799408
4.1375e-05,390,,,,
,584,2.0,0.45889928936958313,-0.45889928936958313,
,584,2,,,0.4602757692337036
2.775e-05,585,,,,
,779,3.0,0.4196639657020569,-0.4196639657020569,
,779,3,,,0.4471553862094879
1.4125000000000008e-05,780,,,,
,974,4.0,0.44237273931503296,-0.44237273931503296,
,974,4,,,0.43623077869415283
4.150807746874046e-06,975,,,,
,1169,5.0,0.43519890308380127,-0.43519890308380127,
,1169,5,,,0.43145307898521423
